_Ad_Date,_Ad_Title,_Ad_Type,_Age_Specified,_CATEGORY_--_Age_Specified,County,_Gender_Specified,_Number_of_People,_Press_Date,_Sale_Disposition,_Sale_Location_Locale,_Sale_Location_State,_Skills_Specified,_First_Name,_Term_of_service,_Trade_reason,_Features,_Terms_of_Sale,Source,Source_Page,Subscriber_County,Subscriber_Firstname,Subscriber_Lastname,_Role,_owner,_Application_Locale,FULL_TEXT
"September 25, 1824",Sheriff's Sales,Sale,,,Dorchester,male,9,18240925,public sale,Mr. Flint's,Maryland,,Joshua,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Solomon,Kirwan,Sheriff,Caleb Lecompte,,"Sheriff's Sales. WILL be sold at public sale on THURSDAY the 21st of October next, at Benjamin Todd's, the property of said Todd, all the Land he owns in Straight's Hundred--Each tract to be sold separately--one negro lad, named Emmory; one do. Named James; one negro boy, Spence; 20 cattle, 11 sheep, 18 hogs and one horse. Taken by virtue of 3 fieri facias, at the suit of Richard Pattison, executor of Sara Moore. Sale between 10 and 4 o'clock, for cas. ALSO, ON MONDAY the 18th day of October next, all the right, title and interest of Zebulon Mitchell, in and to a tract of Land, called Soward's Discovery, supposed to contain 72 acres, more or less, three beds, and furniture, 2 tables, 1 cupboard, 1 desk, 6 chairs, 1 iron pot and oven, 1 yoke of oxen, 1 negro girl, Affey, and a schooner, called the HORNET. Taken by virtue of a fieri facias at the suit of John Hubbard, at Mr. Flint's between 9 and 4 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, all the Lands that Thomas Adams has any right, title or interest in in Dorchester county--Also 2 yoke of oxen, 2 cows and calves, 1 horse, 2 beds and furniture. Taken by virtue of a fieri facias, at the suit of Josiah Hubbell and Jacob Pattison, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the property of Thomas Whitley, all that part of a tract of Land, whereon he now lives, lying to the Northward and Westward of a cross-fence across his land, lying about S. E. and S. W. will be sold by virtue of a venditiouni exponas, at the suit of Hugh Valiant, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the Lands of Henry H. Edmondson, to wit: a part of a tract of Land, Pilgrimage, supposed to contain 45 acres, more or less; Spriggs Discovery, supposed to be 48 acres, Haywards Lot & John's Choice, 30 acres more or less--Taken by sundry fieri facias, to wit-Wm. Colston and of James Thompson., Henry Keene and of James Thompson, Thomas Buys and Suan Geoghegan, executrix of Wm. Geoghegan and of James Thompson, John Craig and of James Thompson, Elizabeth Edmondson and of James Thompson, Stephen Hurst, executor of Samuel Hurst, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the property of Caleb Lecompte, to wit: a tract or part of a tract of Land, called Willonghby's Purchase, supposed to be 180 acres, more or less--Discovery, supposed to contain 113 acres, more or less; a negro man, Tom; and negroes Charles and Joshua. Taken by virtue of a fieri facias, at the suit of the state of Maryland, and of Henry Keene, administrator of John Bird, at Mr. Flint's, between 9 and 5 o'clock, for cash. ALSO, ON WEDNESDAY the 20th of October next, at Thomas Barnet's, one negro woman, Rose, and boy Daniel, the property of Samuel Helsby. Taken by virute of a fieri facias, at the suit of Geo. W. Scott, administrator with the will annexed of Sarah Helsby: sale betwen 10 and 5 o'clock, for cash. SOLOMON KIRWAN, Sheriff sept 25, 1924"
"September 25, 1824",Sheriff's Sales,Sale,adult,adult,Dorchester,male,9,18240925,public sale,Thomas Barnet's,Maryland,,Rose,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Solomon,Kirwan,Sheriff,Samuel Helsby,,"Sheriff's Sales. WILL be sold at public sale on THURSDAY the 21st of October next, at Benjamin Todd's, the property of said Todd, all the Land he owns in Straight's Hundred--Each tract to be sold separately--one negro lad, named Emmory; one do. Named James; one negro boy, Spence; 20 cattle, 11 sheep, 18 hogs and one horse. Taken by virtue of 3 fieri facias, at the suit of Richard Pattison, executor of Sara Moore. Sale between 10 and 4 o'clock, for cas. ALSO, ON MONDAY the 18th day of October next, all the right, title and interest of Zebulon Mitchell, in and to a tract of Land, called Soward's Discovery, supposed to contain 72 acres, more or less, three beds, and furniture, 2 tables, 1 cupboard, 1 desk, 6 chairs, 1 iron pot and oven, 1 yoke of oxen, 1 negro girl, Affey, and a schooner, called the HORNET. Taken by virtue of a fieri facias at the suit of John Hubbard, at Mr. Flint's between 9 and 4 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, all the Lands that Thomas Adams has any right, title or interest in in Dorchester county--Also 2 yoke of oxen, 2 cows and calves, 1 horse, 2 beds and furniture. Taken by virtue of a fieri facias, at the suit of Josiah Hubbell and Jacob Pattison, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the property of Thomas Whitley, all that part of a tract of Land, whereon he now lives, lying to the Northward and Westward of a cross-fence across his land, lying about S. E. and S. W. will be sold by virtue of a venditiouni exponas, at the suit of Hugh Valiant, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the Lands of Henry H. Edmondson, to wit: a part of a tract of Land, Pilgrimage, supposed to contain 45 acres, more or less; Spriggs Discovery, supposed to be 48 acres, Haywards Lot & John's Choice, 30 acres more or less--Taken by sundry fieri facias, to wit-Wm. Colston and of James Thompson., Henry Keene and of James Thompson, Thomas Buys and Suan Geoghegan, executrix of Wm. Geoghegan and of James Thompson, John Craig and of James Thompson, Elizabeth Edmondson and of James Thompson, Stephen Hurst, executor of Samuel Hurst, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the property of Caleb Lecompte, to wit: a tract or part of a tract of Land, called Willonghby's Purchase, supposed to be 180 acres, more or less--Discovery, supposed to contain 113 acres, more or less; a negro man, Tom; and negroes Charles and Joshua. Taken by virtue of a fieri facias, at the suit of the state of Maryland, and of Henry Keene, administrator of John Bird, at Mr. Flint's, between 9 and 5 o'clock, for cash. ALSO, ON WEDNESDAY the 20th of October next, at Thomas Barnet's, one negro woman, Rose, and boy Daniel, the property of Samuel Helsby. Taken by virute of a fieri facias, at the suit of Geo. W. Scott, administrator with the will annexed of Sarah Helsby: sale betwen 10 and 5 o'clock, for cash. SOLOMON KIRWAN, Sheriff sept 25, 1924"
"September 25, 1824",Sheriff's Sales,Sale,child,child,Dorchester,male,9,18240925,public sale,Thomas Barnet's,Maryland,,Daniel,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Solomon,Kirwan,Sheriff,Samuel Helsby,,"Sheriff's Sales. WILL be sold at public sale on THURSDAY the 21st of October next, at Benjamin Todd's, the property of said Todd, all the Land he owns in Straight's Hundred--Each tract to be sold separately--one negro lad, named Emmory; one do. Named James; one negro boy, Spence; 20 cattle, 11 sheep, 18 hogs and one horse. Taken by virtue of 3 fieri facias, at the suit of Richard Pattison, executor of Sara Moore. Sale between 10 and 4 o'clock, for cas. ALSO, ON MONDAY the 18th day of October next, all the right, title and interest of Zebulon Mitchell, in and to a tract of Land, called Soward's Discovery, supposed to contain 72 acres, more or less, three beds, and furniture, 2 tables, 1 cupboard, 1 desk, 6 chairs, 1 iron pot and oven, 1 yoke of oxen, 1 negro girl, Affey, and a schooner, called the HORNET. Taken by virtue of a fieri facias at the suit of John Hubbard, at Mr. Flint's between 9 and 4 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, all the Lands that Thomas Adams has any right, title or interest in in Dorchester county--Also 2 yoke of oxen, 2 cows and calves, 1 horse, 2 beds and furniture. Taken by virtue of a fieri facias, at the suit of Josiah Hubbell and Jacob Pattison, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the property of Thomas Whitley, all that part of a tract of Land, whereon he now lives, lying to the Northward and Westward of a cross-fence across his land, lying about S. E. and S. W. will be sold by virtue of a venditiouni exponas, at the suit of Hugh Valiant, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the Lands of Henry H. Edmondson, to wit: a part of a tract of Land, Pilgrimage, supposed to contain 45 acres, more or less; Spriggs Discovery, supposed to be 48 acres, Haywards Lot & John's Choice, 30 acres more or less--Taken by sundry fieri facias, to wit-Wm. Colston and of James Thompson., Henry Keene and of James Thompson, Thomas Buys and Suan Geoghegan, executrix of Wm. Geoghegan and of James Thompson, John Craig and of James Thompson, Elizabeth Edmondson and of James Thompson, Stephen Hurst, executor of Samuel Hurst, at Mr. Flint's between 9 and 5 o'clock, for cash. ALSO, ON MONDAY the 18th of October next, the property of Caleb Lecompte, to wit: a tract or part of a tract of Land, called Willonghby's Purchase, supposed to be 180 acres, more or less--Discovery, supposed to contain 113 acres, more or less; a negro man, Tom; and negroes Charles and Joshua. Taken by virtue of a fieri facias, at the suit of the state of Maryland, and of Henry Keene, administrator of John Bird, at Mr. Flint's, between 9 and 5 o'clock, for cash. ALSO, ON WEDNESDAY the 20th of October next, at Thomas Barnet's, one negro woman, Rose, and boy Daniel, the property of Samuel Helsby. Taken by virute of a fieri facias, at the suit of Geo. W. Scott, administrator with the will annexed of Sarah Helsby: sale betwen 10 and 5 o'clock, for cash. SOLOMON KIRWAN, Sheriff sept 25, 1924"
"December 25, 1824",Sheriff's Sale,Sale,,,Dorchester,male,5,18241225,public sale,"residence of Thomas Stanton, North West Fork",Maryland,,Ned,,to satisfy court judgement,,,Cambridge Chronicle,1,DO,Thos. H.,Hicks,Sheriff,Thomas Stanton,,"Sheriff's Sale. BY virtue of a fieri facias issued out of Dorchester county court, and to me directed, will be offered at public sale, on Wednesday the 2nd of February, 1825, at the residence of Thomas Stanton, North West Fork, all the right of said Stanton to negroes Ned, Ibba, Peter, and two negro children, taken at the suit of State use of Martin Briley, and will be sold to satisfy said debt and cost. THOS. H. HICKS, Sheriff dec 25 8t"
"December 25, 1824",Sheriff's Sale,Sale,,,Dorchester,female,5,18241225,public sale,"residence of Thomas Stanton, North West Fork",Maryland,,Ibba,,to satisfy court judgement,,,Cambridge Chronicle,1,DO,Thos. H.,Hicks,Sheriff,Thomas Stanton,,"Sheriff's Sale. BY virtue of a fieri facias issued out of Dorchester county court, and to me directed, will be offered at public sale, on Wednesday the 2nd of February, 1825, at the residence of Thomas Stanton, North West Fork, all the right of said Stanton to negroes Ned, Ibba, Peter, and two negro children, taken at the suit of State use of Martin Briley, and will be sold to satisfy said debt and cost. THOS. H. HICKS, Sheriff dec 25 8t"
"December 25, 1824",Sheriff's Sale,Sale,,,Dorchester,male,5,18241225,public sale,"residence of Thomas Stanton, North West Fork",Maryland,,Peter,,to satisfy court judgement,,,Cambridge Chronicle,1,DO,Thos. H.,Hicks,Sheriff,Thomas Stanton,,"Sheriff's Sale. BY virtue of a fieri facias issued out of Dorchester county court, and to me directed, will be offered at public sale, on Wednesday the 2nd of February, 1825, at the residence of Thomas Stanton, North West Fork, all the right of said Stanton to negroes Ned, Ibba, Peter, and two negro children, taken at the suit of State use of Martin Briley, and will be sold to satisfy said debt and cost. THOS. H. HICKS, Sheriff dec 25 8t"
"December 25, 1824",Sheriff's Sale,Sale,,,Dorchester,,5,18241225,public sale,"residence of Thomas Stanton, North West Fork",Maryland,,,,to satisfy court judgement,,,Cambridge Chronicle,1,DO,Thos. H.,Hicks,Sheriff,Thomas Stanton,,"Sheriff's Sale. BY virtue of a fieri facias issued out of Dorchester county court, and to me directed, will be offered at public sale, on Wednesday the 2nd of February, 1825, at the residence of Thomas Stanton, North West Fork, all the right of said Stanton to negroes Ned, Ibba, Peter, and two negro children, taken at the suit of State use of Martin Briley, and will be sold to satisfy said debt and cost. THOS. H. HICKS, Sheriff dec 25 8t"
"February 12, 1825",Great Bargains,Sale,child,child,Dorchester,male,3,18250212,private sale,,Maryland,,,,,,,Cambridge Chronicle,3,DO,Shadrock,Keene,Subscriber,,,"Great Bargains. The subscriber offers at private sale the following property, viz: two Negro Boys, one Negro Girl, about 14 years of age, two Yoke of Oxen, three Cows, thirty head of Sheep, one Still and Cap, one Whip Saw, one Gun, two Mares with fold, and one first rate Saddle Horse--All of which he will dispose of very low for cash. SHADROCK KEENE feb 12 3t"
"February 12, 1825",Great Bargains,Sale,14,child,Dorchester,female,3,18250212,private sale,,Maryland,,,,,,,Cambridge Chronicle,3,DO,Shadrock,Keene,Subscriber,,,"Great Bargains. The subscriber offers at private sale the following property, viz: two Negro Boys, one Negro Girl, about 14 years of age, two Yoke of Oxen, three Cows, thirty head of Sheep, one Still and Cap, one Whip Saw, one Gun, two Mares with fold, and one first rate Saddle Horse--All of which he will dispose of very low for cash. SHADROCK KEENE feb 12 3t"
"February 19, 1825",Negroes for Sale,Sale,17,child,Dorchester,female,2,18250219,public / private sale,store of Lewis Ross,Maryland,,Henny,to serve 12 years,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Lewis,Ross,Subscriber,,,"Negroes for Sale. The Subscriber offers for sale, a very valuable negro woman, named Henny. She is about seventeen years of age, and has twelve years to serve. If not sold at private sale previous to the 5th of March next, she will then be offered at public auction. Also, at private sale, one negro man, named Job, to be sold by order of the Honorable Orphan's Court, late the property of Abraham Ross, deceased. LEWIS ROSS N.B. Henny will positively be sold on the above day at my store, for cash, between the hours of 10 and 2 o'clock. feb 19 3t"
"February 19, 1825",Negroes for Sale,Sale,adult,adult,Dorchester,male,2,18250219,public / private sale,,Maryland,,Job,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Lewis,Ross,Subscriber,Abraham Ross,,"Negroes for Sale. The Subscriber offers for sale, a very valuable negro woman, named Henny. She is about seventeen years of age, and has twelve years to serve. If not sold at private sale previous to the 5th of March next, she will then be offered at public auction. Also, at private sale, one negro man, named Job, to be sold by order of the Honorable Orphan's Court, late the property of Abraham Ross, deceased. LEWIS ROSS N.B. Henny will positively be sold on the above day at my store, for cash, between the hours of 10 and 2 o'clock. feb 19 3t"
"March 5, 1825",Sheriff's Sale,Sale,adult,adult,Dorchester,male,9,18250305,public sale,"tavern of Charles Lecompte Esq., Newmarket",Maryland,,Stephen,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Thos. A.,Hicks,Sheriff,Henry P. Waggaman,,"SHERIFF'S SALE. By Virtue of a Writ of Fiero Facias, issued out of Dorchester County Court, and to me directed, at the suit of William Newton, against Henry P. Waggaman, will be offered at public sale, on Thursday the 31st instant, between the hours of 10 and 12 o'clock, at the tavern of Charles Le Compte, in New Market; all the right of said Waggaman, to all that tract or parcel of LAND, lying and being in Great Indian Town, and on which David McCollister now resides as tenant; containing 150 acres more or less; one bay Mare and cart, one sorrel Horse, one Negro Man, (Stephen) and all his Household and Kitchen Furniture. ALSO, At the same day and place, between the hours of 10 and 4 o'clock; one negro man, (Jeffrey,) one negro woman, (Comfort) one negro man, (Joe) taken as the property of Peter H. Lowber, at the suit of Sophia Sterling. ALSO, On Monday the 28th instant, at the Court house door, between the hours of 10 and 4 o'clock, all the right of William Beckwith to the Farm on which said Beckwith resides; a lot of timber containing 12 acres more or less, and 1 yoke of Steers, taken as the property of said Beckwith, at the suit of William W. Eccleston, use of Cowper & Thompason. ALSO, At the same time and place, all the right of John Satchel to all that Tract or Parcel of Land, called Lienster--also a Tract called Tryall, taken as the property of said Satchel, at the suit of Robert Hart. ALSO, At the same time and place, all the right of John Merrick to negroes Linah, Charity, Rose, .Caroline, and Louisa, taken as the property of said Merrick, at the suit of Ezekiel Keen. ALSO,  On the 30th instant, at the residence of Ezekiel Bradley, North West Fork, between the hours of 10 and 4 o'clock all the right of said Bradley, to a Tract of Land, called ""Hog Yard,"" containing 100 acres, more or less taken at the suit of Jeseph Wheatly. The above property seized and taken to satisfy the above named, fieri facias and costs. THOS. H. HICKS, Sheriff march 5 ts"
"March 5, 1825",Sheriff's Sale,Sale,adult,adult,Dorchester,male,9,18250305,public sale,"tavern of Charles Lecompte Esq., Newmarket",Maryland,,Jeffrey,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Thos. A.,Hicks,Sheriff,Peter H. Lowber,,"SHERIFF'S SALE. By Virtue of a Writ of Fiero Facias, issued out of Dorchester County Court, and to me directed, at the suit of William Newton, against Henry P. Waggaman, will be offered at public sale, on Thursday the 31st instant, between the hours of 10 and 12 o'clock, at the tavern of Charles Le Compte, in New Market; all the right of said Waggaman, to all that tract or parcel of LAND, lying and being in Great Indian Town, and on which David McCollister now resides as tenant; containing 150 acres more or less; one bay Mare and cart, one sorrel Horse, one Negro Man, (Stephen) and all his Household and Kitchen Furniture. ALSO, At the same day and place, between the hours of 10 and 4 o'clock; one negro man, (Jeffrey,) one negro woman, (Comfort) one negro man, (Joe) taken as the property of Peter H. Lowber, at the suit of Sophia Sterling. ALSO, On Monday the 28th instant, at the Court house door, between the hours of 10 and 4 o'clock, all the right of William Beckwith to the Farm on which said Beckwith resides; a lot of timber containing 12 acres more or less, and 1 yoke of Steers, taken as the property of said Beckwith, at the suit of William W. Eccleston, use of Cowper & Thompason. ALSO, At the same time and place, all the right of John Satchel to all that Tract or Parcel of Land, called Lienster--also a Tract called Tryall, taken as the property of said Satchel, at the suit of Robert Hart. ALSO, At the same time and place, all the right of John Merrick to negroes Linah, Charity, Rose, .Caroline, and Louisa, taken as the property of said Merrick, at the suit of Ezekiel Keen. ALSO,  On the 30th instant, at the residence of Ezekiel Bradley, North West Fork, between the hours of 10 and 4 o'clock all the right of said Bradley, to a Tract of Land, called ""Hog Yard,"" containing 100 acres, more or less taken at the suit of Jeseph Wheatly. The above property seized and taken to satisfy the above named, fieri facias and costs. THOS. H. HICKS, Sheriff march 5 ts"
"March 5, 1825",Sheriff's Sale,Sale,adult,adult,Dorchester,female,9,18250305,public sale,"tavern of Charles Lecompte Esq., Newmarket",Maryland,,Comfort,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Thos. A.,Hicks,Sheriff,Peter H. Lowber,,"SHERIFF'S SALE. By Virtue of a Writ of Fiero Facias, issued out of Dorchester County Court, and to me directed, at the suit of William Newton, against Henry P. Waggaman, will be offered at public sale, on Thursday the 31st instant, between the hours of 10 and 12 o'clock, at the tavern of Charles Le Compte, in New Market; all the right of said Waggaman, to all that tract or parcel of LAND, lying and being in Great Indian Town, and on which David McCollister now resides as tenant; containing 150 acres more or less; one bay Mare and cart, one sorrel Horse, one Negro Man, (Stephen) and all his Household and Kitchen Furniture. ALSO, At the same day and place, between the hours of 10 and 4 o'clock; one negro man, (Jeffrey,) one negro woman, (Comfort) one negro man, (Joe) taken as the property of Peter H. Lowber, at the suit of Sophia Sterling. ALSO, On Monday the 28th instant, at the Court house door, between the hours of 10 and 4 o'clock, all the right of William Beckwith to the Farm on which said Beckwith resides; a lot of timber containing 12 acres more or less, and 1 yoke of Steers, taken as the property of said Beckwith, at the suit of William W. Eccleston, use of Cowper & Thompason. ALSO, At the same time and place, all the right of John Satchel to all that Tract or Parcel of Land, called Lienster--also a Tract called Tryall, taken as the property of said Satchel, at the suit of Robert Hart. ALSO, At the same time and place, all the right of John Merrick to negroes Linah, Charity, Rose, .Caroline, and Louisa, taken as the property of said Merrick, at the suit of Ezekiel Keen. ALSO,  On the 30th instant, at the residence of Ezekiel Bradley, North West Fork, between the hours of 10 and 4 o'clock all the right of said Bradley, to a Tract of Land, called ""Hog Yard,"" containing 100 acres, more or less taken at the suit of Jeseph Wheatly. The above property seized and taken to satisfy the above named, fieri facias and costs. THOS. H. HICKS, Sheriff march 5 ts"
"March 5, 1825",Sheriff's Sale,Sale,adult,adult,Dorchester,male,9,18250305,public sale,"tavern of Charles Lecompte Esq., Newmarket",Maryland,,Joe,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Thos. A.,Hicks,Sheriff,Peter H. Lowber,,"SHERIFF'S SALE. By Virtue of a Writ of Fiero Facias, issued out of Dorchester County Court, and to me directed, at the suit of William Newton, against Henry P. Waggaman, will be offered at public sale, on Thursday the 31st instant, between the hours of 10 and 12 o'clock, at the tavern of Charles Le Compte, in New Market; all the right of said Waggaman, to all that tract or parcel of LAND, lying and being in Great Indian Town, and on which David McCollister now resides as tenant; containing 150 acres more or less; one bay Mare and cart, one sorrel Horse, one Negro Man, (Stephen) and all his Household and Kitchen Furniture. ALSO, At the same day and place, between the hours of 10 and 4 o'clock; one negro man, (Jeffrey,) one negro woman, (Comfort) one negro man, (Joe) taken as the property of Peter H. Lowber, at the suit of Sophia Sterling. ALSO, On Monday the 28th instant, at the Court house door, between the hours of 10 and 4 o'clock, all the right of William Beckwith to the Farm on which said Beckwith resides; a lot of timber containing 12 acres more or less, and 1 yoke of Steers, taken as the property of said Beckwith, at the suit of William W. Eccleston, use of Cowper & Thompason. ALSO, At the same time and place, all the right of John Satchel to all that Tract or Parcel of Land, called Lienster--also a Tract called Tryall, taken as the property of said Satchel, at the suit of Robert Hart. ALSO, At the same time and place, all the right of John Merrick to negroes Linah, Charity, Rose, .Caroline, and Louisa, taken as the property of said Merrick, at the suit of Ezekiel Keen. ALSO,  On the 30th instant, at the residence of Ezekiel Bradley, North West Fork, between the hours of 10 and 4 o'clock all the right of said Bradley, to a Tract of Land, called ""Hog Yard,"" containing 100 acres, more or less taken at the suit of Jeseph Wheatly. The above property seized and taken to satisfy the above named, fieri facias and costs. THOS. H. HICKS, Sheriff march 5 ts"
